Fecha        Distancia
----------------------
2017-08-07 | 4.51
2017-08-08 | 3.15
2017-08-10 | 2.52 1.74
2017-08-12 | 2.08
2017-08-13 | 5.03
2017-08-14 | 1.98
2017-08-17 | 2.52 1.68
2017-08-19 | 1.98
2017-08-20 | 1.60
2017-08-23 | 1.59
2017-08-24 | 2.52
2017-08-25 | 2.52
2017-08-29 | 1.13
2017-09-08 | 2.52 1.15
